label,message,clean_text
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,oh gei that happend me tron maybe ill dl it d when its out
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",free message activate your number free text messages by replying this message word free terms conditions visit url
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.,i know girls always safe selfish know i got it pa thank you good night
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",no worries hope photo shoot went well have spiffing fun workage
ham,I'm freezing and craving ice. Fml,i m freezing craving ice fml
ham,Kay... Since we are out already ,kay since we out already
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,eh sorry leh i din c ur msg not sad already lar me watching tv now u still office
ham,Yo im right by yo work,yo im right by yo work
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,ok darlin i supose it was ok i just worry too much i have do some film stuff my mate then have babysit again but you can call me there xx
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",she said do u mind if i go into bedroom minute ok i sed sexy mood she came out number minuts latr wid cake n my wife
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,i don wake since i checked that stuff saw that its true no available spaces pls call embassy send mail them
ham,Nope... Juz off from work...,nope juz off from work
ham,Huh so fast... Dat means u havent finished painting?,huh so fast dat means u havent finished painting
ham, what number do u live at? Is it 11?,what number do u live it number
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",no we put party number days week study lightly i think we need draw some custom checkboxes so they know we re hardcore
ham,Sac will score big hundred.he is set batsman:-),sac will score big hundred he set batsman
ham,Send me yetty's number pls.,send me yetty s number pls
ham,How much it will cost approx . Per month.,how much it will cost approx per month
ham,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,ok theory test when going book i think it s number may coz thought wanna go out jiayin but she isnt free
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",you being contacted by our dating service by someone you know find out who it call from land line number pobox w tg p
ham,"That's fine, have him give me a call if he knows what he wants or has any questions",that s fine have him give me call if he knows what he wants has any questions
ham,"Sorry, got a late start, we're on the way",sorry got late start we re way
ham,Then u go back urself lor...,then u go back urself lor
ham,I AM AT THE GAS STATION. GO THERE.,i am gas station go there
ham,"K, if u bored up just come to my home..",k if u bored up just come my home
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,babe i love you covers your face kisses
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",like i made him throw up when we were smoking our friend s car one time it was awesome
ham,Still i have not checked it da. . .,still i have not checked it da
ham,You will go to walmart. I.ll stay.,you will go walmart i ll stay
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",i haven t forgotten you i might have couple bucks send you tomorrow k i love ya too
ham,Oh great. I.ll disturb him more so that we can talk.,oh great i ll disturb him more so that we can talk
ham,Reverse is cheating. That is not mathematics.,reverse cheating that not mathematics
ham,U're welcome... Caught u using broken english again...,u re welcome caught u using broken english again
ham,No problem baby. Is this is a good time to talk? I called and left a message.,no problem baby this good time talk i called left message
ham,"Sorry, I'll call later",sorry i ll call later
ham,Oh is it! Which brand?,oh it which brand
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,sorry i cant take your call right now it so happens that there r waxsto do wat you want she can come ill get her medical insurance she ll be able deliver have basic care i m currently shopping right medical insurance her so just give me til friday morning thats when i ll see major person that can guide me right insurance
ham,At what time are you coming.,what time you coming
ham,Call him and say you not coming today ok and tell them not to fool me like this ok,call him say you not coming today ok tell them not fool me like this ok
ham,I emailed yifeng my part oredi.. Can ü get it fr him..,i emailed yifeng my part oredi can get it fr him
ham,R u sure they'll understand that! Wine * good idea just had a slurp!,r u sure they ll understand that wine good idea just had slurp
ham,Minimum walk is 3miles a day.,minimum walk miles day
ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,ok not problem will get them taxi c ing tomorrow tuesday tuesday think we r all going cinema
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",brainless baby doll d vehicle sariyag drive madoke barolla
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,i don t run away frm u i walk slowly amp it kills me that u don t care enough stop me
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,sorry i missed your call let s talk when you have time i m number
ham,Please attend the phone:),please attend phone
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,you only hate me you can call any but you didnt accept even single call mine even you messaged
ham,No messages on her phone. I'm holding it now,no messages her phone i m holding it now
ham,Can... I'm free...,can i m free
ham,"Yo my trip got postponed, you still stocked up?",yo my trip got postponed you still stocked up
ham,"Sorry, I'll call later",sorry i ll call later
ham,I am waiting for your call sir.,i am waiting your call sir
ham,Hey what are you doing. Y no reply pa..,hey what you doing y no reply pa
ham,"Hey elaine, is today's meeting still on?",hey elaine today s meeting still
ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,sorry i ve not gone that place i ll do so tomorrow really sorry
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.,most tiime when i don t let you hug me it s so i don t break into tears
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,tomorrow i am not going theatre so i can come wherever u call me tell me where when come tomorrow
ham,And now electricity just went out fml.,now electricity just went out fml
ham,"Looks like you found something to do other than smoke, great job!",looks like you found something do other than smoke great job
ham,Also andros ice etc etc,also andros ice etc etc
ham,:) ,
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",good afternon my love how today i hope your good maybe have some interviews i wake miss you babe passionate kiss from across sea
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,yup wun believe wat u really neva c e msg i sent shuhui
ham,Hows that watch resizing,hows that watch resizing
ham,Dear umma she called me now :-),dear umma she called me now
ham,Just finished. Missing you plenty,just finished missing you plenty
spam,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",complimentary number star ibiza holiday number number cash needs your urgent collection number now from landline not lose out box sk wp ppm
ham,"Well, I meant as opposed to my drunken night of before",well i meant as opposed my drunken night before
ham,K... Must book a not huh? so going for yoga basic on sunday?,k must book not huh so going yoga basic sunday
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,free msg we billed your mobile number by mistake from shortcode number please call number have charges refunded this call will be free from bt landline
ham,Ok can...,ok can
ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",oops am my mum s somerset bit far back tomo see you soon x
